author,comment_count,id,is_kongu_related,is_palladam_related,like_count,nlp_sentiment,nlp_sentiment_score,nlp_trend_score,parent_id,parties_mentioned,platform,reaction_count,region,reply_count,retweet_count,source,text,timestamp,title,type,url,view_count
Lakshmanan.K lakshmanan_k94 · Mar 29,,2038139344570216628,,True,,,,,,"dmk,admk",twitter,,tiruppur,,,scrapy_twitter_auth,எழுதி வைத்து கொள்ளுங்கள் பல்லடத்தில்  அதிமுக  வெற்றி பெறாது என்பது 100% உறுதியானதாக தகவல் பாஜகவின் ஒரு ஓட்டு கூட அதிமுகவிற்கு செல்லாது   #palladam    #bjp,2026-03-30T21:25:12.831530,,post,https://twitter.com/lakshmanan_k94/status/2038139344570216628,
ImViratian Un_Phat · Mar 29 Lakshmanan.K lakshmanan_k94 · Mar 29,,2038223230369185968,,True,,,,,,"dmk,admk",twitter,,tiruppur,,,scrapy_twitter_auth,Ok then tell who else will win ? Which alliance annamalai is supporting ? Instead of just telling NDA will lose here there tell which party will win directly and directly support for that party.  @annamalai_k எழுதி வைத்து கொள்ளுங்கள் பல்லடத்தில் அதிமுக வெற்றி பெறாது என்பது 100% உறுதியானதாக தகவல் பாஜகவின் ஒரு ஓட்டு கூட அதிமுகவிற்கு செல்லாது   #palladam    #bjp,2026-03-30T21:25:12.830531,,post,https://twitter.com/Un_Phat/status/2038223230369185968,
,,DWb6AtZGBgV,,True,,,,,,"dmk,admk",instagram,,tiruppur,,,scrapy_instagram,"101 likes, 0 comments - palladam_vignesh_admk on March 28, 2026: ""பல்லடம் தொகுதியின் வெற்றி வேட்பாளர் அன்பு மாமா கே.பி பரமசிவம் அவர்களை நேரில் சந்தித்து வாழ்த்து தெரிவித்தேன் 💐❤️  . . . . . #trend #election #2026 #mla #palladam"".",2026-03-30T21:38:16.999584,,post,https://www.instagram.com/p/DWb6AtZGBgV/,
,,DWD7BKajz1d,,True,,,,,,,instagram,,tiruppur,,,scrapy_instagram,"65 likes, 0 comments - ibctamilmedia on March 19, 2026: ""Election Flashback | Palladam | Election 2026 | IBC Tamil  #electionflashback #Palladam #ibctamil"".",2026-03-30T21:38:09.127200,,post,https://www.instagram.com/p/DWD7BKajz1d/,
,,DV3g4inAW3z,,True,,,,,,,instagram,,tiruppur,,,scrapy_instagram,"272 likes, 26 comments - as_thetic_girl_ on March 14, 2026: ""🧡✨ Camera credit:@mr.shark_007 . . . . #palladam #traditional  #glamglam #flawedandfabulous  #loveit"".",2026-03-30T21:37:47.235174,,post,https://www.instagram.com/p/DV3g4inAW3z/,
,,a17f6ecdea3e1e21,,True,,,,,,,facebook,,unknown,,,scrapy_facebook_search,The petition of choice!…  See more,2026-03-30T21:25:08.864794,,post,https://www.facebook.com/search/posts?q=palladam,
,,18f924414b62442d,,True,,,,,,"dmk,admk",facebook,,unknown,,,scrapy_facebook_search,நாங்க தான் நிரந்தர ஆளுங்க கட்சி இனிமேல் -  காமாட்சி நாயுடு   #tamilnadupolitics360   #laughoutloud  |  #TrendingNewsDaily  |  #BreakingNews  |  #DailyUpdates  |  #CurrentEvents  | …  See more,2026-03-30T21:24:53.590166,,post,https://www.facebook.com/search/posts?q=palladam%20admk%20OR%20palladam%20aiadmk%20OR%20palladam%20%E0%AE%85%E0%AE%A4%E0%AE%BF%E0%AE%AE%E0%AF%81%E0%AE%95,
,,35b25c8923156bc3,,True,,,,,,"dmk,admk",facebook,,unknown,,,scrapy_facebook_search,"சொந்தக் கட்சியில் என்ன நடக்குதுன்னு தெரியாது இந்த Sun News Tamil  மாறன், குடும்ப சண்டை அடித்துக் கொண்டிருக்கிறார்கள் சன் டிவி யாருக்கு சன் நியூஸ் யாருக்கு என்று....‌!? …  See more",2026-03-30T21:24:53.591165,,post,https://www.facebook.com/search/posts?q=palladam%20admk%20OR%20palladam%20aiadmk%20OR%20palladam%20%E0%AE%85%E0%AE%A4%E0%AE%BF%E0%AE%AE%E0%AF%81%E0%AE%95,
,,2f0b5822b3a86fcb,,True,,,,,,"dmk,admk",facebook,,unknown,,,scrapy_facebook_search,காமாட்சி நாயுடு மற்றும் சாட்டை துரைமுருகன் காமெடிகள்    #tamilnadupolitics360   #laughoutloud  |  #TrendingNewsDaily  |  #BreakingNews  |  #DailyUpdates  |  #CurrentEvents  |  #HotT …  See more,2026-03-30T21:24:53.589165,,post,https://www.facebook.com/search/posts?q=palladam%20admk%20OR%20palladam%20aiadmk%20OR%20palladam%20%E0%AE%85%E0%AE%A4%E0%AE%BF%E0%AE%AE%E0%AF%81%E0%AE%95,
,,2b74d053bad67782,,True,,,,,,"dmk,admk",facebook,,chennai,,,scrapy_facebook_search,#tamilnadupolitics360   #laughoutloud  |  #TrendingNewsDaily  |  #BreakingNews  |  #DailyUpdates  |  #CurrentEvents  |  #HotTopics  |  #TrendingNow  |  #ViralNews  |  #LatestHeadlines  | —    feeling cool in  Chennai .…  See more,2026-03-30T21:24:53.588166,,post,https://www.facebook.com/search/posts?q=palladam%20admk%20OR%20palladam%20aiadmk%20OR%20palladam%20%E0%AE%85%E0%AE%A4%E0%AE%BF%E0%AE%AE%E0%AF%81%E0%AE%95,
,,47b3efb03b11d3e0,,True,,,,,,"dmk,admk,tvk",facebook,,unknown,,,scrapy_facebook_search,BJP Big Blow: AIADMK Leader's Son Joins Vijay's TVK!  Amit Shah Setback | The Rooster News…  See more,2026-03-30T21:24:53.579985,,post,https://www.facebook.com/search/posts?q=palladam%20admk%20OR%20palladam%20aiadmk%20OR%20palladam%20%E0%AE%85%E0%AE%A4%E0%AE%BF%E0%AE%AE%E0%AF%81%E0%AE%95,
,,c17ae7e9ee435d05,,True,,,,,,"dmk,admk",facebook,,coimbatore,,,scrapy_facebook_search,"During the ongoing electoral preparations in Coimbatore district, senior BJP leader K. Annamalai was reportedly considering contesting from constituencies such as Singa…  See more",2026-03-30T21:24:53.577478,,post,https://www.facebook.com/search/posts?q=palladam%20admk%20OR%20palladam%20aiadmk%20OR%20palladam%20%E0%AE%85%E0%AE%A4%E0%AE%BF%E0%AE%AE%E0%AF%81%E0%AE%95,
NV Lands,,BKedMvsmcYI,,True,,,,,,,youtube,,tiruppur,,,scrapy_youtube,,2026-03-30T21:37:17.193442,This Land Will Change Palladam’s Future| Classic City by NV Lands | DTCP & RERA Approved Dream Plots,post,https://www.youtube.com/watch?v=BKedMvsmcYI,222
Mak Bio Projects,,4ui3OBJcMfk,,True,,,,,,,youtube,,tiruppur,,,scrapy_youtube,,2026-03-30T21:37:17.193442,"Customer Feedback - SV Clinic Hospital, Palladam, Dr. Balamurali - MAK Bio Digester Septic Tanks",post,https://www.youtube.com/watch?v=4ui3OBJcMfk,29492
,,C_SLmjsuWoh,,True,,,,,,,instagram,,tiruppur,,,scrapy_instagram,"7,735 likes, 96 comments - palladam_gethu_studio_ on August 29, 2024: ""Heaven 😍💯#palladam   Do follow  @palladam_gethu_studio_   #palladam_makkaley❤ #coimbatore #tirupur #palladam #palladammakeupartist #coimbatorian #tirupurkaran👕"".",2026-03-30T21:38:28.035304,,post,https://www.instagram.com/p/C_SLmjsuWoh/,
